	sex	job	blood_group	name	race	address	birthdate	current_location	ssn
143	M	Risk manager	B-	Frederick Flores	White	"094 Jeffrey Shores Suite 854
Port Jason, NC 15401"	08/20/1954, 00:00:00	(Decimal('-5.276780'), Decimal('141.981366'))	631-88-5571
144	F	Operations geologist	O-	Lauren Coleman	Asian	"3924 Villegas Key
Jessicastad, TN 53182"	1969-08-18	(Decimal('69.9641335'), Decimal('-31.189605'))	723-62-7162
145	M	Editorial assistant	O-	James Grant	Black	"35728 Hicks Club
Elizabethtown, MN 59879"	1958/04/14	(Decimal('-61.321885'), Decimal('-135.947983'))	471-59-7072
146	M	Administrator, Civil Service	AB+	Robert Nelson	White	"839 Perez Locks
West Kelly, VT 31556"	10/28/1924, 00:00:00	(Decimal('75.845282'), Decimal('46.801659'))	869-43-8859
147	M	Theatre stage manager	B+	Matthew Shaffer	White	"763 Lauren Dam Apt. 159
East Tyroneside, TX 19168"	1951-02-05	(Decimal('-6.509544'), Decimal('-91.212997'))	067-76-6419
148	M	Geneticist, molecular	AB+	Anthony Ramsey	White	"0098 Randy Rapids Apt. 316
West Clayton, SC 31359"	14 Oct 1980	(Decimal('3.637336'), Decimal('177.688689'))	496-20-1164
149	M	Education officer, museum	B+	David Martin	Asian	"2220 Franklin Mountain
Port Jesusport, WV 25373"	03 Feb 1979	(Decimal('-15.823247'), Decimal('111.876963'))	474-10-7804
150	F	Investment banker, corporate	A-	Annette Chavez	White	"3695 Bryant Mill
West Marcusberg, MI 94962"	2006/01/10	(Decimal('34.309738'), Decimal('-24.602577'))	443-37-1691
151	M	Statistician	AB-	Anthony Anderson	Black	"6102 Mccormick Cliff
Willieland, MT 07922"	11/14/1925, 00:00:00	(Decimal('-46.072287'), Decimal('-34.081427'))	881-20-2417
152	M	Exhibition designer	AB+	Bryan Taylor	Black	"697 Jaime Harbor Apt. 297
Blackhaven, MO 16010"	13 Jul 2008	(Decimal('53.808154'), Decimal('-81.201082'))	709-81-0200
153	F	Production designer, theatre/television/film	O+	Jessica Davis	White	"631 Reed Green Suite 942
Port Loristad, WI 11067"	1965/11/13	(Decimal('-55.803965'), Decimal('-62.310851'))	221-76-7826
154	F	Consulting civil engineer	B-	Christina Reyes	White	"133 Hood Ridges
Port Bradleyview, NC 42006"	06/14/2007, 00:00:00	(Decimal('62.618961'), Decimal('-141.902887'))	837-72-5694
155	M	Automotive engineer	AB-	Brian Lee	black	"735 Brenda Isle
South Theodore, UT 55166"	1973/10/10	(Decimal('-60.6392805'), Decimal('34.767864'))	825-42-7350
156	M	Facilities manager	B+	Phillip Santiago	Indian	"38300 Norris Village
New Josephmouth, UT 10341"	22 Jan 2003	(Decimal('66.2421015'), Decimal('-153.983315'))	026-07-8306
157	M	Chiropodist	B+	John Oconnor	White	"261 Laura Rest
North Carolyn, MO 53229"	31 Oct 1929	(Decimal('-47.2302685'), Decimal('-67.516957'))	175-97-5649
158	F	Occupational hygienist	A+	Darlene Perry	black	"08906 Lopez Squares
Lauriefort, IL 04113"	1937-05-29	(Decimal('-71.037960'), Decimal('-12.945600'))	199-03-6406
159	F	Engineer, biomedical	O+	Jennifer Diaz	Asian	"16982 Morgan Crossing Suite 164
Lake Peter, HI 41116"	1938/01/23	(Decimal('-65.5647235'), Decimal('-166.674338'))	627-39-7641
160	M	Engineer, drilling	AB-	Nicholas Mitchell	Black	"8746 Scott Heights
East Sandrashire, NV 02135"	06/21/1970, 00:00:00	(Decimal('88.6083445'), Decimal('105.815851'))	767-18-4143
161	M	Police officer	A-	Kurt Wilson	Black	"318 Frank Square
Lucerostad, GA 82904"	1930-10-28	(Decimal('20.9926225'), Decimal('52.005345'))	538-34-3009
162	M	Education officer, environmental	AB-	John Cruz	Black	"105 Lopez Village Apt. 498
Washingtonburgh, OK 66821"	05 Oct 1944	(Decimal('40.6826005'), Decimal('16.932030'))	122-83-5455
163	M	Education officer, museum	AB+	Brandon Holland	black	"129 Gibson Park Suite 833
Rodneyshire, GA 88333"	02 Oct 1976	(Decimal('-45.453415'), Decimal('-147.603348'))	673-45-1765
164	F	Horticulturist, commercial	B+	Kimberly Lewis	Black	"689 Danielle Turnpike Apt. 808
South Stephaniemouth, CA 18856"	2011-12-14	(Decimal('49.498496'), Decimal('7.784963'))	248-42-8156
165	M	Clinical scientist, histocompatibility and immunogenetics	A-	Cody Davis	Black	"355 Peterson River Suite 544
Angelamouth, SD 95838"	1954-10-31	(Decimal('79.962369'), Decimal('94.540384'))	662-34-9354
166	F	Buyer, retail	A-	Susan Tanner	Hawaiian	"PSC 0723, Box 5229
APO AP 77371"	1920/04/09	(Decimal('-10.943012'), Decimal('60.673453'))	510-73-0534
167	F	Firefighter	A-	Crystal Lopez	White	"91159 Jean Well
Smithbury, OR 57878"	05 Dec 1993	(Decimal('-43.791892'), Decimal('-104.316640'))	854-96-9537
168	F	Buyer, industrial	AB+	Shelia Brooks	White	"80887 Peter Bypass
Port Patriciaburgh, NY 69681"	1972-02-29	(Decimal('-66.0757965'), Decimal('164.900951'))	534-92-4025
169	F	Designer, graphic	AB+	Rose Harris MD	Black	"6843 Noah Estate
Thomasberg, MT 44680"	1955-11-06	(Decimal('28.355069'), Decimal('111.272126'))	042-57-6118
170	F	Technical sales engineer	A+	Tara Hatfield	White	"741 Gordon Knoll Suite 293
Stacyview, MA 75158"	20 Aug 1985	(Decimal('69.2736525'), Decimal('-72.967043'))	223-76-7175
171	F	Brewing technologist	A+	Katherine Atkins	Black	"95891 Lynch Canyon
New Danielmouth, AR 73866"	1968-05-26	(Decimal('28.616722'), Decimal('116.282706'))	271-47-8088
172	M	Publishing copy	O-	Johnathan Williams	Asian	"06799 Patrick Terrace
Watsonchester, SC 87496"	1933/08/31	(Decimal('32.2652995'), Decimal('70.042560'))	752-72-9537
173	M	Water quality scientist	B-	Matthew Montes	Black	"30071 Herrera Views Suite 690
Lake Kennethfurt, IL 35392"	1931/02/27	(Decimal('66.7199005'), Decimal('66.838519'))	582-11-4746
174	M	Charity fundraiser	B+	Michael Morris	White	"503 Gloria Walk
Port Travisstad, DC 63166"	07/06/1928, 00:00:00	(Decimal('25.0537845'), Decimal('-73.683702'))	399-14-4418
175	M	Audiological scientist	O+	Caleb Gonzalez	White	"64139 Anthony Fork
Lake Willie, MA 07069"	1935-09-17	(Decimal('-72.738294'), Decimal('152.175426'))	599-84-8427
176	M	Education administrator	O-	Jonathan Donaldson	White	"2776 Amy Glen
Lake Renee, CO 19623"	1990-02-11	(Decimal('26.765644'), Decimal('164.273299'))	398-64-0035
177	M	Editor, magazine features	AB+	Bradley Keller	Black	"17360 Zuniga Route
Taylorhaven, TN 73565"	01/28/2015, 00:00:00	(Decimal('-64.379066'), Decimal('-86.197351'))	371-16-8253
178	F	Bonds trader	O-	Rebecca Franklin	Black	"2753 Jeffrey Ferry
West Kendra, KS 17919"	19 Mar 2000	(Decimal('41.090883'), Decimal('94.162620'))	416-23-4876
179	M	Legal secretary	AB+	Christopher Gonzalez	Asian	"PSC 1223, Box 5446
APO AE 30510"	1963-02-12	(Decimal('-20.7583745'), Decimal('-125.153574'))	327-04-9634
180	M	Tax adviser	AB+	Carl Vega	Black	"7091 Ryan Forest Apt. 268
West Maria, AL 98958"	28 Apr 1907	(Decimal('85.066663'), Decimal('-132.972580'))	271-67-5981
181	F	Chiropodist	AB-	Jennifer Williams	Asian	"395 Sutton Place
Troyport, IL 31053"	2017-10-28	(Decimal('-3.083196'), Decimal('11.066131'))	299-83-5115
182	F	Psychotherapist	B+	Ann Smith	Black	"556 Fischer Pass
Morrisfort, MA 03539"	04/23/2018, 00:00:00	(Decimal('-77.155869'), Decimal('-18.898471'))	154-23-8614
183	F	Public affairs consultant	AB-	Amy Rodriguez	White	"6096 Daniel Passage
East Brandon, NM 46085"	1957-04-10	(Decimal('-31.971894'), Decimal('44.854390'))	681-21-4453
184	M	Communications engineer	O-	John Lopez	White	"21594 Eric Path Apt. 897
Dicksonton, ND 26403"	1991-03-16	(Decimal('-78.444726'), Decimal('-137.774607'))	831-55-4366
185	M	Phytotherapist	A+	Glen Logan	Black	"9216 Pearson Gardens Apt. 231
East Nathan, VA 20341"	10/24/1959, 00:00:00	(Decimal('8.1156785'), Decimal('-23.046650'))	124-77-6123
186	M	Teacher, primary school	O+	Tim Jensen	White	"50125 Austin Drives Apt. 821
Port Elizabethburgh, AL 61398"	02/02/1913, 00:00:00	(Decimal('4.929534'), Decimal('-48.415219'))	331-34-6251
187	F	Fine artist	AB-	Jennifer Kemp	Asian	"802 James Pines Suite 756
Matthewburgh, WI 23968"	21 Jan 2001	(Decimal('-19.033135'), Decimal('127.349602'))	374-73-7621
188	M	Farm manager	B-	Donald Hernandez	Hawaiian	"339 Lopez Village Suite 179
Lake Jamesville, IL 81093"	12/26/1930, 00:00:00	(Decimal('83.5535075'), Decimal('-46.604100'))	004-86-0401
189	F	Soil scientist	B+	Mary Hunter	Black	"09676 Daniel Mountains Suite 012
Hermanborough, WA 80004"	1955-05-05	(Decimal('31.804029'), Decimal('154.004343'))	898-08-4501
190	M	Mechanical engineer	AB-	Edward Stone	White	"84221 Adam Extensions Apt. 519
Mooneyville, IL 21352"	1916/06/21	(Decimal('-32.2063885'), Decimal('43.517878'))	067-09-1352
191	F	Scientist, marine	AB+	Amanda Thomas	Black	"726 Jones Springs Suite 745
West Andreastad, DE 36477"	1992-09-12	(Decimal('-21.8984245'), Decimal('-103.694779'))	820-71-3533
192	F	Diplomatic Services operational officer	AB+	Cindy Chapman	Hawaiian	"4347 Jessica Mountain Suite 853
North Tinafurt, OK 79418"	1943-08-11	(Decimal('77.079918'), Decimal('91.677161'))	478-55-4242
193	F	Therapist, art	B+	Erin Carrillo	Asian	"USS Nunez
FPO AE 02577"	1946-06-14	(Decimal('39.651006'), Decimal('-41.495647'))	432-18-1349
194	F	Radiographer, therapeutic	O-	Carmen Sosa	White	"7124 Santiago Via
Lake Charlotte, LA 59722"	01/12/2009, 00:00:00	(Decimal('-69.7712525'), Decimal('30.542538'))	001-27-2138
195	F	Engineer, energy	AB+	Julia Petersen	White	"6377 Khan Mills Apt. 653
Reginaview, IN 05256"	1987/12/23	(Decimal('-86.0989465'), Decimal('152.520671'))	358-13-0619
196	F	Physicist, medical	AB-	Misty Ayala	White	"3081 Dana Divide Suite 051
East Teresatown, MT 37601"	16 Apr 1944	(Decimal('-71.454800'), Decimal('-79.110640'))	867-11-9761
197	F	Higher education lecturer	AB-	Angela Patrick	Black	"8540 Russell Oval
Alexanderchester, TX 22725"	1911/09/14	(Decimal('-5.508778'), Decimal('-112.772964'))	771-57-9069
198	M	Market researcher	A+	Jay Henry	White	"6978 Katherine Wells
Davidview, KY 21856"	07 Jun 1994	(Decimal('8.0980375'), Decimal('-162.731642'))	403-65-8315
199	M	Information officer	A-	Michael Tyler	Black	"Unit 8580 Box 0159
DPO AE 61246"	05 Jan 1992	(Decimal('1.1197985'), Decimal('-118.107042'))	347-83-9551
200	F	Arboriculturist	AB+	Lori Brown	White	"307 Juan Drives Apt. 521
Walkerton, MS 75135"	1976/01/29	(Decimal('-5.3552675'), Decimal('60.154421'))	199-66-1129
201	M	Broadcast presenter	A+	James Mccoy	White	"346 Long Flats Suite 966
Jamestown, NH 30369"	19 Nov 1983	(Decimal('-57.7972495'), Decimal('133.821898'))	358-86-3511
202	M	Stage manager	B+	Joshua Hughes	White	"PSC 6249, Box 6825
APO AA 75347"	1910/06/07	(Decimal('-69.160266'), Decimal('156.565152'))	871-52-5645
203	M	Armed forces training and education officer	A-	Mark Li	black	"Unit 1641 Box 1755
DPO AP 25990"	1967/02/10	(Decimal('48.913367'), Decimal('-118.047529'))	294-29-0272
204	F	Publishing copy	B+	Rebecca Martin	Hawaiian	"9862 Sherri Greens
Steelebury, VT 98843"	01/18/1981, 00:00:00	(Decimal('49.050942'), Decimal('85.044358'))	551-07-3263
205	M	Teacher, music	B-	Marvin Duran	black	"4856 Sanchez Center Apt. 242
Yorkhaven, TX 94513"	1968/03/29	(Decimal('-40.407487'), Decimal('-1.772568'))	519-15-3753
206	F	Textile designer	O+	Carol Martinez	White	"55725 Rhonda Plaza
Lake Carlos, ID 92572"	02/27/1995, 00:00:00	(Decimal('40.842432'), Decimal('-145.300271'))	848-17-5174
207	F	Automotive engineer	B-	Molly Cox	Asian	"147 Samuel Crossroad Suite 022
Christopherhaven, MD 02698"	1908/07/16	(Decimal('10.5460385'), Decimal('-111.388383'))	429-76-5789
208	F	Psychologist, clinical	AB-	Donna Barnes	black	"6851 Ashley Alley Suite 683
Jimmyport, IA 10755"	1912-11-04	(Decimal('37.071220'), Decimal('8.542331'))	700-86-8174
209	F	Development worker, international aid	O+	Sheila Flores	Black	"1191 Vasquez Street
Stricklandberg, NH 31431"	2002-06-21	(Decimal('89.283153'), Decimal('135.056776'))	286-32-7809
210	M	Armed forces training and education officer	O+	Anthony Henry	White	"99017 Goodwin Gateway
Thomasburgh, CT 01598"	2012/01/23	(Decimal('79.4500385'), Decimal('2.231876'))	760-44-4100
211	F	Drilling engineer	A-	Ann Barrera	Black	"118 Moore Burgs
Allisonchester, KS 09224"	2018/09/26	(Decimal('-53.8995135'), Decimal('-155.275296'))	193-94-2743
212	F	Quarry manager	A-	Jackie Johnson	blsck	"282 Robbins Road
West Jonton, ME 22673"	1917/05/26	(Decimal('-34.779156'), Decimal('81.731361'))	069-37-2212
213	F	Writer	A+	Miss Patricia Franco	White	"05358 Debra Flat
North Jason, DC 66350"	1918-02-11	(Decimal('12.0323225'), Decimal('71.567514'))	560-88-0048
214	F	Health physicist	AB-	Gina Diaz	Asian	"283 Caleb Flats
South Victoria, NE 88586"	04/26/1946, 00:00:00	(Decimal('-30.9875655'), Decimal('-15.390068'))	195-52-9149
215	F	Conservation officer, historic buildings	AB-	Elizabeth Valencia	Black	"943 Justin Pine
Lake Adamstad, GA 09931"	2016-06-24	(Decimal('-42.0869605'), Decimal('-66.436054'))	853-22-2717
216	F	Advertising art director	A-	Sharon Moreno	White	"1391 Gardner Club
Edwardsborough, MI 31422"	29 Dec 1985	(Decimal('-86.563767'), Decimal('-106.769473'))	817-91-9847
217	M	Electronics engineer	A+	Jose Perez	Black	"395 Allison Gateway
South Christopher, UT 44859"	02/11/2012, 00:00:00	(Decimal('-17.7373465'), Decimal('-152.786406'))	424-88-7885
218	M	Research officer, government	A-	Ruben Barber	White	"76729 Castillo Plains Apt. 924
Jenniferburgh, MS 45909"	1963-07-20	(Decimal('82.3609465'), Decimal('76.357177'))	236-35-8392
219	M	Comptroller	AB-	Daniel Taylor	White	"532 Howell Spurs
Guerrafurt, DC 32985"	10/14/1924, 00:00:00	(Decimal('21.9455945'), Decimal('109.978268'))	119-18-6062
220	F	Surveyor, land/geomatics	AB+	Shelley Kelley	Indian	"39947 Alyssa Key
Wardshire, NC 78981"	18 Dec 1937	(Decimal('63.966625'), Decimal('59.937599'))	061-95-3559
221	F	Legal secretary	B+	Leah Page	Hawaiian	"PSC 4374, Box 7625
APO AA 55925"	31 Dec 1955	(Decimal('16.1277595'), Decimal('36.211629'))	799-88-1293
222	M	Charity fundraiser	B-	John Chavez	White	"186 Cook Expressway
Scottberg, CO 20503"	11/24/2015, 00:00:00	(Decimal('60.1891655'), Decimal('-6.708782'))	034-58-3859
223	F	Counsellor	B+	Shelby Harrington	Black	"8869 Kendra Estates Apt. 692
South Matthewhaven, ME 11900"	1985-08-13	(Decimal('-67.850870'), Decimal('-111.168518'))	866-27-2913
224	F	Aeronautical engineer	AB+	Kelly Collins	Hawaiian	"7729 Crawford Hollow
Port Chrisport, NC 46867"	2015/08/02	(Decimal('-62.5149115'), Decimal('53.101053'))	226-15-2102
225	F	Press sub	A-	Marissa Mckenzie	White	"018 Combs Roads
Port Danielbury, NM 99877"	1917/10/29	(Decimal('26.481929'), Decimal('-58.679564'))	601-66-4928
226	M	Research scientist (life sciences)	AB-	Kyle Johnson	Black	"USNS Cannon
FPO AA 30302"	01/25/2009, 00:00:00	(Decimal('-64.076968'), Decimal('-96.036782'))	878-96-4151
227	F	Journalist, broadcasting	AB+	Rebecca Martinez	White	"Unit 4643 Box 5913
DPO AE 49995"	12/18/1993, 00:00:00	(Decimal('-80.5345795'), Decimal('-145.536438'))	465-16-2329
228	F	Nature conservation officer	AB+	Lisa Lucero	White	"3125 Douglas Hills Suite 172
Jeffreyview, KS 53412"	2008-07-03	(Decimal('35.429769'), Decimal('52.078930'))	523-45-4596
229	F	Journalist, broadcasting	A-	April Williams	White	"77349 Peterson Haven
Cindyfort, CA 58089"	11/14/1920, 00:00:00	(Decimal('-13.992109'), Decimal('52.792553'))	377-26-8024
230	M	Conservation officer, nature	B+	Dr. Robert Sellers	Asian	"5964 Martinez Stravenue
Santiagostad, MO 19234"	1991/05/06	(Decimal('-31.319947'), Decimal('10.380322'))	297-51-1031
231	M	Sports therapist	AB-	Christopher Grimes	White	"96349 Heather Springs Apt. 921
Watsonport, MD 75247"	1974-09-21	(Decimal('-62.6644255'), Decimal('81.920401'))	663-56-2020
232	F	Police officer	O-	Jacqueline Collins	White	"886 Daniel Mount
Marystad, ME 65066"	1923/03/25	(Decimal('-34.244529'), Decimal('-148.422410'))	621-13-0931
233	M	Merchandiser, retail	O-	Nathaniel Williams	White	"008 Christopher Club
New Michealshire, LA 50151"	01 Apr 1916	(Decimal('50.2890885'), Decimal('105.685267'))	370-09-2002
234	M	Therapeutic radiographer	B+	Daniel Jones	White	"11782 Jon Isle Apt. 594
New Lauramouth, ID 31311"	08 Feb 2001	(Decimal('-60.820740'), Decimal('-177.060581'))	612-14-6555
235	M	Politician's assistant	A+	Derrick Bolton	Black	"11825 Karen Keys Apt. 599
West Carla, AZ 12340"	02/04/1995, 00:00:00	(Decimal('-42.339778'), Decimal('149.197668'))	577-58-2191
236	F	Health promotion specialist	AB+	Elizabeth Williams	White	"47376 Rachael Road
Stephenfurt, MS 01917"	1933/10/07	(Decimal('34.0035805'), Decimal('119.622750'))	442-37-4882
237	M	Therapist, speech and language	O-	Dustin Robinson	White	"USNS Molina
FPO AP 54362"	04/21/1950, 00:00:00	(Decimal('50.3771705'), Decimal('-48.651916'))	230-71-2044
238	F	Materials engineer	A-	Mrs. Amy Chapman MD	White	"PSC 9164, Box 4513
APO AE 07656"	07/29/1994, 00:00:00	(Decimal('-45.441246'), Decimal('47.556035'))	667-76-0976
239	F	Quality manager	O-	Jeanette Burton	White	"63322 Smith Expressway
North Cindyberg, NH 20048"	1924-05-26	(Decimal('-41.533977'), Decimal('74.540854'))	851-45-7741
240	F	Animal technologist	AB-	Sandra Perez	White	"5200 Moreno Stravenue
Loriport, SD 06466"	12/29/2016, 00:00:00	(Decimal('-63.435140'), Decimal('-39.578151'))	324-46-8361
241	M	Geoscientist	O+	Adam Soto	black	"Unit 9613 Box 3167
DPO AA 10710"	2016/06/06	(Decimal('-77.1056005'), Decimal('-173.073466'))	887-93-5485
242	F	Mudlogger	A+	Heather Franklin	White	"3403 Hopkins Path
West Mariatown, MS 07890"	1962-01-21	(Decimal('38.6384265'), Decimal('-91.688655'))	479-30-2631
243	F	Commercial art gallery manager	B-	Teresa Kent	White	"268 Taylor Crescent
Johnsonbury, NM 05114"	1985/08/14	(Decimal('-71.5253915'), Decimal('-174.941038'))	510-84-1121
244	M	Licensed conveyancer	B+	Kristopher Allen	Black	"66166 Paul Spurs Suite 050
Lake Andrewfurt, CA 49346"	06/11/1982, 00:00:00	(Decimal('-4.353236'), Decimal('77.228440'))	817-56-0635
245	F	Chartered loss adjuster	AB+	Stephanie Hernandez	White	"96895 Mcgrath Gateway
Robbinshaven, NJ 99706"	1959-12-09	(Decimal('26.3468035'), Decimal('32.719551'))	204-85-1571
246	M	Engineer, broadcasting (operations)	O+	John Davis	White	"90949 Barbara Springs
Youngport, MI 26172"	06/04/1918, 00:00:00	(Decimal('58.845689'), Decimal('14.686617'))	793-24-2834
247	F	Herbalist	AB-	Melissa Brewer	White	"62692 Maldonado Extension
New Donald, OK 38799"	21 Sep 1911	(Decimal('30.931622'), Decimal('-133.395524'))	395-55-3822
248	F	Biochemist, clinical	B-	Robin Harding	Black	"939 Jennifer Passage
Brandyberg, CT 43662"	02/28/1939, 00:00:00	(Decimal('-71.723445'), Decimal('-145.541605'))	683-62-9380
249	M	Records manager	AB+	Richard Davenport	Black	"Unit 5855 Box 5558
DPO AE 26198"	01/17/1907, 00:00:00	(Decimal('-47.645271'), Decimal('34.413713'))	614-62-7520
250	M	Psychiatric nurse	AB-	Andrew Thomas	White	"Unit 0462 Box 4608
DPO AA 39940"	06/15/1977, 00:00:00	(Decimal('-86.888776'), Decimal('-18.909041'))	499-32-9750
251	F	Trading standards officer	B+	Stephanie Madden	Black	"6969 Becker Walks
Jonesside, MS 46154"	09 Feb 1924	(Decimal('-7.7165725'), Decimal('38.724043'))	797-35-5976
252	M	Administrator, education	AB+	John Roberson	Indian	"3128 Roberts Passage Suite 278
Matthewside, HI 60501"	10/30/1983, 00:00:00	(Decimal('75.5297375'), Decimal('159.301939'))	060-15-2347
253	M	Oceanographer	O-	Phillip Hunt	White	"Unit 5380 Box 4535
DPO AE 17678"	06 Sep 1923	(Decimal('-77.7047105'), Decimal('126.631932'))	537-93-7177
254	M	Paediatric nurse	O-	Scott Williams	White	"123 Lori Park Apt. 539
North Brendatown, SD 19075"	02/23/1943, 00:00:00	(Decimal('24.4908475'), Decimal('-163.924128'))	038-36-4303
255	F	Social researcher	O+	Jennifer Johnson	Black	"USNV Baker
FPO AE 71888"	19 Aug 1971	(Decimal('-70.8724965'), Decimal('142.067487'))	559-67-2215
256	M	Engineer, agricultural	AB+	Gerald Mclaughlin	Indian	"290 Tanner Green
East Caseyborough, DC 33042"	1950-04-26	(Decimal('16.3586545'), Decimal('-54.652544'))	511-78-1524
257	F	Counselling psychologist	O+	Amanda Grant	Asian	"46042 Caitlin Rapids Apt. 779
Teresabury, GA 42999"	28 Aug 1929	(Decimal('54.449687'), Decimal('52.993830'))	062-91-7120
258	F	Site engineer	B-	Ashley Gonzales	White	"049 Owens Underpass Suite 558
New Dean, NJ 16635"	01 Dec 2006	(Decimal('-39.719837'), Decimal('-134.591647'))	884-34-4073
259	F	Engineer, maintenance (IT)	B-	Jennifer Goodwin	White	"4815 Brittany Coves
Jonesside, SD 69888"	01/18/1926, 00:00:00	(Decimal('3.5748565'), Decimal('74.769489'))	311-88-4074
260	M	Phytotherapist	AB-	Joshua Anderson	White	"8396 Lisa Port Suite 413
Shannonstad, IL 49176"	25 Aug 1958	(Decimal('55.7983515'), Decimal('-147.985986'))	369-45-9307
261	M	Health service manager	O+	John Townsend	black	"285 Melton Well Suite 830
Garciafort, HI 25576"	1933-09-24	(Decimal('-9.748515'), Decimal('-82.360865'))	061-99-8625
262	M	Designer, television/film set	O-	Christopher Greene	Hawaiian	"50015 Alyssa Mountain Apt. 212
Toddville, RI 97065"	07/01/1952, 00:00:00	(Decimal('-82.7578305'), Decimal('24.525286'))	143-11-8603
263	F	Tourist information centre manager	A+	Caitlin Rhodes	White	"423 Knight Summit
Lake Angela, SC 46036"	07/18/1936, 00:00:00	(Decimal('-15.487937'), Decimal('18.557082'))	014-13-2360
