	er-cv	name	indicator	leukocyty	weight	ssn	relationship	etytr	smoker	erytrocyty	trombocyty	hemoglobin	ast	alp	alt	hematokrit	hbver
158	62.18620	Caleb Ramos	1.00000	7.11444	135.01778	633-23-8708	widowed	5.53130	no	7.44520	6.89655	4.96886	67.22427	64.99160	15.35963	4.79570	7.26748
159	55.13648	Alyssa Smith	0.00000	7.79527	78.27284	595-19-2517	single	6.33228	Y	6.17721	4.79464	2.66772	68.16154	11.08141	10.48318	7.30078	7.84020
160	49.41759	Laura Moore	0.00000	6.95533	64.37718	850-61-5893	divoced	6.13544	Y	5.79315	5.57196	5.28242	40.00487	72.04010	7.58769	6.83385	7.80993
161	18.93395	Melinda Howard	1.00000	5.26161	159.41635	360-36-4003	nop	8.31772	yes	5.58346	6.85010	3.84895	63.61312	30.50080	7.27030	8.18398	7.32276
162	64.25978	Jennifer Giles	1.00000	5.13445	61.67459	063-61-4638	divoced	6.02539	Y	5.80746	6.58068	4.12544	47.29794	27.01694	7.45717	7.66372	5.85923
163	14.98348	John Brown	0.00000	5.97820	79.05800	081-96-6547	nop	5.70074	Y	6.57377	7.24073	4.04255	58.76724	23.88657	10.22774	9.10796	6.59615
164	39.03208	Sonya Martinez	1.00000	4.52089	27.11562	137-15-9316	widowed	6.56925	no	6.88963	7.22000	5.32688	57.43682	74.70774	12.90419	9.25560	7.00254
165	41.75206	Kim Reyes	1.00000	7.15240	6.66586	548-71-9514	divoced	5.09632	no	5.76923	6.39522	4.85000	47.47065	51.95461	11.83092	7.87580	6.29149
166	73.95025	Stephanie Wolf	0.00000	8.27672	62.89884	209-70-3630	married	7.34349	no	6.95141	5.47305	4.95953	45.66936	60.97456	17.07900	6.75466	6.26833
167	53.21730	Tanya Gibson	1.00000	5.60439	44.00228	403-58-2934	married	8.23436	yes	5.63703	6.82086	1.82348	49.26685	37.60694	4.37474	6.85576	5.20506
168	55.60649	Rodney Collins MD	1.00000	5.20806	66.26182	097-37-8705	married	5.43503	yes	4.91025	7.50077	5.34505	44.63826	69.90000	6.33233	5.73971	5.55444
169	41.73108	Donna Kline	1.00000	7.66465	35.41870	160-47-4808	separated	7.77298	yes	7.44707	5.01003	4.67071	43.94841	49.21743	12.42367	2.07123	9.04488
170	41.40449	Andrew Miller	1.00000	5.09058	90.64565	107-52-9158	divoced	5.46494	Y	6.92842	6.27408	3.45462	47.51012	8.03381	10.84021	10.00720	6.46923
171	54.45561	Ryan Tucker	0.00000	5.69049	57.79639	444-98-2259	widowed	8.39500	yes	5.77936	6.81997	7.52772	62.80168	62.08608	5.94214	7.48036	5.75252
172	48.76314	Tyler Henry	1.00000	7.91692	87.38150	352-04-0413	divoced	8.14964	no	5.66043	6.55495	6.32467	51.92972	90.42978	5.04513	7.99248	7.43541
173	50.04552	Kenneth Terry	1.00000	5.68549	57.61453	302-27-2419	widowed	5.09016	no	6.38638	6.40817	5.07514	48.17236	60.08913	9.05788	6.76716	9.05342
174	51.76817	Randall Santos	0.00000	7.33212	93.56579	758-19-1164	married	3.57578	yes	5.50475	6.03353	5.87628	47.17370	87.48817	7.19491	7.39019	7.25466
175	52.37477	Bradley Ferguson	1.00000	4.81826	67.66539	558-44-6187	single	6.39593	yes	6.75015	6.79469	6.44469	28.70171	88.72540	11.85620	8.00704	6.90093
176	60.77000	Matthew Beltran	1.00000	5.81226	96.83155	276-38-0895	single	4.51451	no	5.50884	7.07782	7.38858	63.16841	71.43869	10.93638	6.04219	7.71658
177	36.68238	Tommy Mullen	1.00000	5.44229	42.30971	639-64-3718	widowed	5.00302	no	7.57438	5.88255	3.75840	58.79800	16.70219	14.63017	6.04341	5.49910
178	23.70307	Allen Snyder DDS	1.00000	5.00060	73.42917	753-45-8958	divoced	6.15603	no	7.14877	5.45453	2.39557	70.57060	23.18372	14.66055	7.92155	5.80575
179	48.00968	Claire Johnson	0.00000	8.04035	49.79321	659-06-1806	single	5.39526	no	8.82990	4.67222	7.78068	46.51480	60.78734	41.36694	9.44301	7.67517
180	56.14014	Melissa Rodriguez	1.00000	9.04557	142.06578	747-82-9656	divoced	7.92343	no	6.07332	6.53001	3.06784	31.47431	5.99692	11.29176	3.64937	8.04625
181	57.93060	Kendra Jenkins	1.00000	4.89408	71.94718	436-50-9332	married	6.73569	no	6.35325	8.59340	4.26421	28.58410	32.31208	11.89689	6.64505	5.93675
182	70.93366	Laura Elliott	0.00000	8.10885	84.67838	161-07-3335	nop	6.91874	yes	6.15431	5.08672	7.90225	31.56825	49.96770	8.87067	7.86307	7.67402
183	44.92218	Lori Holland	0.00000	6.33220	97.12628	742-38-0105	single	4.87464	no	6.79011	6.04044	2.99595	56.86289	9.05496	12.83653	8.44305	9.32445
184	50.48606	Elizabeth Acosta	0.00000	6.58942	88.15801	105-94-8158	single	6.26529	no	5.13631	7.14970	7.40225	44.08912	68.53913	3.80354	7.97656	6.64631
185	32.90180	Caroline Ross	1.00000	5.44417	120.74879	257-96-7811	nop	6.18869	no	5.14709	8.94055	5.03067	52.96470	61.82449	8.41176	3.55255	6.43944
186	59.43668	Joseph Ochoa	1.00000	7.38880	84.05318	045-19-3305	married	5.40253	no	6.18924	6.81047	4.51668	47.49583	48.48622	9.61895	3.83189	7.46245
187	68.19347	Cassandra Harper	1.00000	5.20177	79.61418	280-86-8224	divoced	5.33906	Y	6.76090	6.54279	4.47667	40.61847	29.44517	13.05443	8.13779	8.41901
188	62.27034	Elizabeth Holloway	0.00000	9.07599	89.40134	379-91-7746	divoced	5.34932	no	7.33791	5.82586	4.97713	45.11012	69.20072	13.04293	5.70205	7.77854
189	62.36787	Valerie Lopez	0.00000	7.23033	115.21692	453-91-1283	single	6.98650	no	5.36043	5.45659	3.41409	48.26258	20.96022	8.97910	7.73066	7.92035
190	30.46585	Brian Gray	1.00000	5.61468	97.69072	252-56-1162	divoced	4.96444	Y	6.06807	5.40003	2.70712	56.20474	9.82435	11.76940	7.86144	6.25084
191	42.81342	Dakota Johnson	1.00000	8.47827	108.71395	826-68-5744	nop	7.68956	no	6.94703	6.32814	3.73368	63.36464	22.78740	10.64458	4.00669	7.68060
192	45.98535	Kevin Sparks	1.00000	4.81747	73.94238	477-24-2355	separated	7.64648	no	7.23204	5.58354	3.68112	20.73714	11.51285	16.98615	7.04662	6.23511
193	19.75184	Brandon Ellis	0.00000	6.25397	26.52568	566-97-2789	divoced	6.92600	no	6.87569	5.28241	6.02440	52.64946	82.86542	9.92007	8.50972	6.87808
194	19.33741	Claire Castro	1.00000	7.12237	45.72953	598-90-0579	divoced	5.77759	no	6.76790	5.53445	5.29067	8.52530	71.60900	13.63115	3.58501	8.21239
195	38.77837	Meagan Madden	1.00000	5.35315	31.87026	289-73-1089	married	5.38598	yes	7.24639	5.57161	3.85380	65.91569	21.20166	12.67380	6.26130	7.79096
196	43.00704	Catherine Rivera	0.00000	6.71072	75.71424	357-96-7199	single	6.12608	no	7.01483	8.01582	6.86058	50.91437	86.46480	18.12838	7.57937	8.77331
197	27.44008	Barbara Dawson	0.00000	8.44529	43.07711	683-86-9586	married	4.28139	N	5.65604	6.39345	7.44520	61.02446	69.64163	8.26626	6.24745	6.21990
198	56.02378	Bryan Silva	1.00000	7.97511	83.21820	347-03-8427	single	7.04689	no	7.60342	6.41671	3.77673	34.38315	17.24999	21.48062	3.30560	7.84595
199	81.86313	Andrew Powell	0.00000	6.79069	46.33967	211-93-2097	divoced	6.91504	no	7.73666	6.08557	4.37506	65.42429	37.55983	15.70132	8.11459	7.34671
200	60.15080	Jennifer Lawson	1.00000	5.42708	161.29652	235-59-1709	widowed	5.70190	yes	5.92822	7.48331	4.19642	53.11997	33.98350	6.30184	8.46897	6.56132
201	51.10793	Christopher Ray	0.00000	7.20129	46.87369	314-20-7157	single	4.56371	no	7.58502	6.41123	6.71003	41.94200	81.89302	18.60452	7.60944	7.51348
202	54.24749	Christina Miller	1.00000	5.46589	55.37019	171-72-1881	single	6.95982	yes	6.12199	6.62612	3.51718	64.32808	16.92741	9.86933	7.60766	6.42388
203	46.81492	Daniel Reynolds	0.00000	4.89124	69.95961	406-85-2549	single	5.49287	yes	7.28316	7.56622	4.87373	44.93496	54.88960	18.55950	9.74986	8.40893
204	67.13947	Andrew Stevenson	1.00000	8.78694	95.22927	614-32-1270	single	7.17319	no	4.90478	6.53892	4.69341	53.83358	53.15711	9.16198	5.13115	8.28881
205	46.59818	Alicia Rowland	1.00000	4.92238	17.54387	769-89-0499	single	5.57531	no	5.44684	6.62747	5.51767	47.20968	66.05855	12.27106	8.00448	8.19178
206	49.55501	Scott Williams	1.00000	5.43701	-0.66067	038-36-4303	married	6.68324	Y	5.17941	6.90459	7.60625	25.09376	58.59360	7.91081	6.43187	7.39399
207	59.79713	Jackie Johnson	1.00000	4.39912	88.40970	069-37-2212	divoced	5.58756	yes	7.30179	6.35078	5.52270	50.84536	78.94986	13.34111	5.33108	4.97850
208	38.23923	Lauren Burns	1.00000	4.94868	75.63881	774-49-5333	widowed	5.27650	yes	4.67891	6.68848	6.84747	33.26926	79.97169	7.24649	9.89031	11.32868
209	55.02847	Paula Robinson	1.00000	6.93959	28.07004	068-67-0809	divoced	7.91130	Y	6.71067	7.92367	4.04608	47.74608	21.30454	14.09864	3.62070	7.16206
210	41.92882	Tanya Harvey	1.00000	4.66901	79.13755	225-61-1951	single	6.00065	no	7.18144	6.59512	6.51113	36.28488	90.53674	15.06956	6.11277	7.59886
211	44.45937	Daniel Jones	0.00000	6.50190	58.72308	612-14-6555	divoced	6.58944	Y	6.21739	7.88277	2.90334	55.99447	18.30562	6.64836	8.35062	8.96319
212	38.90187	Bridget Martinez	1.00000	6.03526	45.11544	724-86-2643	nop	5.52318	no	7.25431	6.75680	5.13111	55.72168	75.06258	12.62932	5.29342	6.30842
213	43.91273	Angel Casey	1.00000	8.06344	47.97368	864-87-7287	single	5.78699	no	7.79142	5.21546	4.80710	60.09265	58.95670	16.03609	5.69621	7.09659
214	35.27660	Christina Wright	1.00000	7.28434	36.40439	592-99-0817	nop	6.38835	no	7.48160	4.04228	4.66215	47.31774	53.08004	18.28608	3.12753	8.11626
215	33.77672	Brian Bryan	1.00000	7.81939	33.11126	685-08-2199	married	5.79203	yes	5.47319	6.37333	5.47422	42.42347	74.69970	6.70553	5.50413	7.62072
216	44.81973	Albert Murphy	0.00000	7.39032	51.09932	211-70-8085	single	8.64852	Y	6.98206	7.44818	3.96342	51.76049	23.42829	13.64182	7.81931	6.17836
217	20.35562	Michael Tyler	1.00000		25.74597	347-83-9551	nop	5.71125	yes	7.16260	7.04424	6.67227	49.54193	87.82677	11.52391	7.88655	8.57162
218	45.62263	Clifford Diaz	1.00000	7.20967	99.80983	676-16-1835	divoced	9.10537	Y	6.46628	5.60716	5.88149	26.75897	90.93329	11.96367	4.94941	7.98665
219	46.72810	Jack Moreno	1.00000	5.98818	65.43681	545-81-5036	single	4.52823	Y	5.95165	4.90389	4.51502	52.44650	48.24178	10.37242	3.23647	6.84500
220	48.79266	Oscar Mcknight	1.00000	7.92602	70.66444	621-59-6163	married	4.93915	Y	8.56965	7.59270	3.22393	49.20412	14.12579	31.53965	4.39048	6.92401
221	50.54260	George Baker	1.00000	4.36709	42.38583	020-45-6245	single	5.29586	no	7.97102	3.54319	8.10366	45.69393	38.24085	18.87263	7.98767	9.93446
222	66.45150	Rhonda West	0.00000	8.83475	102.77297	061-82-1067	separated	5.52222	yes	5.86253	6.01515	6.30054	48.11414	93.33730	11.17409	6.08211	5.87233
223	42.30608	Jesse Park	1.00000	4.61032	67.98436	066-02-1974	divoced	6.41604	no	5.00323	7.10583	5.90061	38.97595	86.83462	10.43328	8.26281	8.22576
224	91.46561	Adrian Hansen	0.00000	8.65936	74.43289	756-67-7175	divoced	5.17718	N	7.75378	7.33968	5.27933	42.58689	75.90193	20.84169	6.21921	7.07425
225	46.08800	Bobby Gonzalez	1.00000	6.44381	38.46663	564-23-5103	widowed	7.02437	no	8.05418	5.29267	4.12273	49.34967	34.00868	19.11566	5.30162	5.96826
226	37.07448	Cassandra Carter	1.00000	4.75885	60.09184	709-22-1742	single	6.15337	no	4.66677	5.76705	5.85574	42.63974	86.63740	4.35849	9.10906	8.63199
227	58.60095	Michael Cortez	0.00000	8.37343	100.46719	842-45-2704	single	5.81044	yes	5.88445	6.73741	5.65441	51.50634	73.33109	7.46694	6.23796	8.21187
228	69.96172	Daniel Martinez	0.00000	7.51964	77.92239	650-82-9079	single	7.60146	no	6.12002	6.05867	9.77368	59.79385	18.45063	13.68035	5.05020	7.31480
229	41.72996	Jennifer Chambers	0.00000	5.85228	48.34148	063-57-0413	divoced	6.34019	Y	7.23347	7.85118	3.90972	49.83003	23.19290	14.34996	9.70774	6.17139
230	56.55156	Robin Garcia	1.00000	9.35501	147.24636	128-36-9045	married	5.10739	no	8.63238	4.37203	6.12001	43.56847	86.42286	34.00239	6.06264	9.07665
231	72.79547	Victoria Rivera	0.00000	6.96324	124.26817	889-47-2479	widowed	5.74649	no	5.94534	5.86912	6.05462	31.86570	83.08702	11.46278	7.95703	5.88023
232	33.76306	Shawn Nguyen	1.00000	8.94912	32.77401	659-31-7140	nop	6.62369	no	6.82947	6.45327	3.94162	76.05858	23.71859	14.18103	4.01393	8.17539
233	58.33219	Heidi King	0.00000	7.61921	67.12611	448-04-5403	nop	7.87626	no	6.63051	5.26599	7.04818	70.74554	81.36909	11.66589	7.07127	8.06232
234	58.49992	Pamela Rich	1.00000	4.80248	98.12315	163-39-5225	divoced	8.72229	Y	5.55132	7.51221	5.00172	53.87678	60.31654	13.86498	7.32504	6.09246
235	46.33185	Robert Marshall	0.00000	5.35960	31.96436	277-13-2035	nop	6.43148	no	7.46342	5.77709	6.23001	63.68511	87.59353	14.25161	4.99097	7.22585
236	56.38018	Luke White	1.00000	4.76327	60.67103	107-30-4597	divoced	5.14425	Y	5.47188	7.92828	7.05624	42.04419	82.49019	9.53121	7.66368	8.75227
237	54.79792	Joseph Thomas	1.00000	8.50460	61.75944	169-14-3487	single	4.82158	yes	4.96812	5.87067	6.40112	64.31177	92.33185	7.12616	6.89686	8.61913
238	46.23799	Chelsey Hughes	0.00000	7.55262	124.30241	247-41-5017	divoced	5.82860	no	7.07811	5.87350	7.09733	46.61423	79.09794	11.01215	6.06019	7.95234
239	78.96252	Joshua Watson	0.00000	8.03695	122.58997	359-51-7129	separated	5.88201	no	6.17282	7.21893	6.32645	33.83699	94.59993	8.26007	7.70457	7.94957
240	47.95824	Penny Simmons	1.00000	5.78529	72.19619	837-38-3097	nop	5.31742	no	5.91129	7.62339	3.60929	50.83683	18.56284	7.43528	6.64816	6.88929
241	39.74795	Kayla Norris	1.00000	8.91582	50.04342	138-39-3690	single	7.20497	no	5.47415	5.25481	3.08470	49.36418	6.50747	12.53372	5.13292	7.10434
242	40.76679	Michelle Ibarra	0.00000	8.42460	17.94356	451-50-6185	single	6.23027	no	5.91625	7.83485	5.14926	47.66197	65.09904	4.74384	6.38347	7.48114
243	40.58045	Jack Haley	1.00000	6.66091	118.53896	112-45-4554	widowed	4.91842	yes	7.59439	6.58227	4.72696	58.96019	52.54610	18.42567	3.78392	7.39507
244	57.50269	Amy Dixon	1.00000	4.69371	5.71502	866-61-6735	single	5.62101	Y	7.23550	6.96382	5.06940	72.50303	69.21760	16.73672	7.75345	8.21909
245	47.01118	Andrew Jones	1.00000	7.57998	87.00545	389-36-0831	married	7.41799	no	6.34009	8.12617	6.24548	55.71341	90.89002	10.84385		8.89610
246	56.31471	Francisco Chandler	1.00000	4.43744	126.66895	554-58-2746	divoced	4.85332	no	6.80735	6.13137	5.79362	61.54656	92.71708	14.23735	8.39823	6.88962
247	42.28034	Felicia Lewis	0.00000	8.88645	7.08213	568-55-8609	single	5.90846	no	5.20637	5.12138	8.64150	45.21675	24.85541	14.11215	6.58922	8.54620
248	30.42971	Brandi Foster	0.00000	6.61327	80.39161	258-65-9704	divoced	5.21949	no	6.28549	6.75143	4.82209	78.17759	55.20498	10.55697	8.03799	8.35293
249	53.51764	Dillon Potter	1.00000	9.11244	164.21650	032-30-6990	single	5.44398	Y	5.66197	5.77514	5.38874	46.66668	75.09361	7.21972	5.70884	8.50316
250	60.83606	Margaret Garcia	0.00000	6.30901	127.40002	115-58-1243	single	6.15146	Y	7.19873	5.21093	7.56082	37.11342	62.63254	14.83022	7.26589	6.36185
251	65.68649	Doris Frank	0.00000	6.60505	28.24804	671-76-1158	single	6.51641	Y	5.55352	6.90748	4.50903	50.76968	38.17891	14.13272	8.25578	7.44620
252	52.70862	Jay Henry	1.00000	9.94050	90.49436	403-65-8315	single	5.17587	no	6.52518	5.80489	5.27962	90.75768	77.36799	6.04743	5.93523	8.95492
253	58.50968	James Pierce	0.00000	7.26060	7.27072	509-28-3668	single	5.33857	yes	6.96687	7.08154	8.67744	33.35351	26.69673	11.57472	7.84040	6.92445
254	67.28782	Nancy Bowman	0.00000	6.47720	118.71923	679-52-3467	single	8.25879	no	5.55580	3.64604	5.77482	71.05969	90.85263	6.19337	7.58079	7.35779
255	36.85589	Brett Harris	1.00000	4.61529	105.23001	233-85-2914	separated	6.38963	Y	6.43409	6.19360	8.71798	82.45010	22.89716	15.32643	5.60851	9.85508
256	31.77457	Vincent Ellis	1.00000	6.91218	70.42462	419-76-3171	separated	7.08127	Y	6.76895	6.05333	4.49948	65.14438	33.70134	13.19081	4.09127	6.87893
257	53.67187	Laura Landry	1.00000	6.82233	47.48175	033-24-2798	nop	5.88595	yes	6.11966	6.03018	5.51371	48.16095	74.85456	6.57443	4.73228	7.47586
258	51.42686	William Graham	0.00000	6.99064	54.69572	713-66-4769	married	5.59562	Y	5.22750	6.50362	7.51897	50.92075	61.90668	10.80065	7.99361	6.70051
259	28.68759	John Ramirez	1.00000	10.26900	95.31160	660-31-1409	separated	6.72857	no	4.93762	7.70633	4.36179	51.63935	40.69382	5.15041	7.35696	7.86738
260	46.03019	Kimberly Collins	0.00000	4.85453	10.98124	096-01-1924	divoced	6.33384	no	6.26664	5.14214	5.84668	73.74729	93.80294	10.82913	9.67690	8.15755
261	43.68933	Dennis Mays	1.00000	4.99183	69.81065	057-52-3762	separated	5.09313	Y	4.75432	4.99938	6.83601	39.27322	86.73631	7.08633	6.02644	8.02646
262	59.36573	Michael Sparks	0.00000	8.35425	70.39729	775-84-7927	widowed	6.60273	no	4.44361	5.57582	8.63420	38.49578	20.90422	10.54511	6.26736	7.99628
263	49.74100	Richard Powell	1.00000	5.46996	78.29223	484-34-4361	single	6.12988	no	7.27252	7.57845	4.19795	39.25027	29.45002	13.97831	6.13258	6.38473
264	20.25835	Justin Ryan	1.00000	8.17724	57.23908	150-25-8766	divoced	5.93055	Y	5.00518	6.94602	4.47102	64.49283	46.31736	11.32297	4.66040	7.33083
265	37.20823	Andrea Davis	1.00000	10.03885	86.03230	429-85-7489	married	6.97024	N	4.29152	5.76147	1.86596	25.49114	39.95369	4.00056	1.56973	8.41116
266	42.03593	Traci Franco	0.00000	5.82126	71.72609	794-58-3494	separated	5.84970	Y	4.98231	8.08771	4.43757	100.00000	42.42719	14.69074	8.59125	10.12452
267	65.07787	Cindy Young	1.00000	6.71087	105.32451	342-79-1327	widowed	6.62584	yes	6.23626	7.44557	5.54732	42.21963	86.66252	13.04798	5.02655	7.28459
268	64.16363	Robert Johnson	1.00000	4.42141	89.53558	059-66-2514	separated	6.37484	no	6.81415	7.02111	4.87834	48.62818	55.93316	19.23126	3.72259	5.78668
269	56.11344	James Moses	0.00000	7.67610	29.99659	410-44-7842	nop	7.22246	Y	7.05919	5.98371	6.86530	34.28935	75.59309	16.10780	7.61154	8.03792
270	59.84538	Adam Byrd	1.00000	6.69614	17.91324	073-55-0460	divoced	6.62839	Y	6.12248	6.59182	4.24248	53.89243	25.50840	6.38004	3.75007	6.86495
271	44.91349	Jesus Nunez	0.00000	5.90116	60.22552	463-47-3559	married	6.24759	no	5.81809	5.36554	5.87398	34.57482	86.70839	7.50564	5.73677	6.79820
272	28.64599	Kristin Dunn	1.00000	4.61947	132.47660	020-42-4260	single	6.94261	Y	6.96232	5.30341	6.01548	45.59389	83.99761	14.14435	8.21347	7.64361
273	51.74891	Kevin Miller	1.00000	4.87742	76.02415	351-31-7894	divoced	7.26462	yes	5.91140	6.20400	5.65869	53.22512	82.53562	11.59359	7.06638	8.14653
274	46.17816	Sandra Salazar	1.00000	5.05098	90.69593	308-48-5859	divoced	7.73105	Y	7.83535	4.44484	5.80700	26.49312	86.43172	22.15574	5.61692	6.29472
275	39.76686	Emma Williams	1.00000	7.32261	28.98876	380-81-3552	married	6.60393	yes	4.92482	5.81150	7.04309	35.94868	80.14021	12.91927	7.57360	7.63548
276	42.77371	Jessica Pham	1.00000	5.08372	105.60118	289-24-3725	single	4.66250	no	6.32407	6.64822	4.05606	43.51938	26.19601	6.05533	9.58941	6.73307
277	77.94372	Leonard Alexander	1.00000	4.88112	108.52374	526-16-1586	married	6.94211	no	6.02650	4.42834	4.39226	72.70017	41.00520	5.86372	8.71864	5.77556
278	16.07244	Brittany Wilson	1.00000	7.51669	56.55767	699-38-7911	divoced	5.98933	no	5.47378	5.71549	4.91793	45.60820	58.58788	8.23028	6.03820	6.86899
279	52.34626	Joseph Watson	1.00000	6.90867	43.01136	158-90-5027	married	5.13026	no	5.25816	7.21603	5.08378	44.45587	64.14786	12.62981	4.41724	7.27492
280	32.00997	Michael Ramirez	0.00000	7.28241	120.73682	246-15-8293	single	7.02742	yes	5.74761	4.44761	6.15257	52.28273	85.14151	12.52919	7.62754	5.88724
281	50.85079	Jill Chase	1.00000	4.52143	74.89032	635-36-8184	divoced	4.47988	yes	6.35583	7.04090	4.48908	35.65967	36.40953	11.82911	2.97287	6.15690
282	40.77736	Madison Strickland	0.00000	8.91101	87.97318	013-38-1465	divoced	7.65427	yes	5.63058	6.47963	4.43926	72.89595	46.26914	10.59084	6.27076	5.89512
283	65.46461	Veronica Roberson	0.00000	7.97474	114.95464	562-02-6796	married	6.19291	no	5.51664	5.13879	8.60287	43.88843	25.36617	9.71471	8.11788	7.57625
284	36.36367	Alexandra Vang	0.00000	5.92604	114.16002	556-17-4732	divoced	3.84328	no	5.63542	7.08929	10.45580	42.28750	31.96902	10.21850	5.85864	5.40334
285	45.52350	Bridget Martinez	1.00000	6.28607	18.77931	724-86-2643	divoced	7.12710	yes	5.86036	6.51720	7.40259	48.34612	64.11028	9.89116	6.47884	7.69746
286	79.44147	Andrew Salinas	1.00000	5.95320	52.03750	613-35-1367	married	6.25451	no	7.92263	6.87958	5.07349	67.06399	63.99810	17.18457	5.52828	6.01522
287	42.43476	Lisa Haynes	1.00000	7.86680	55.84835	443-52-6994	divoced	4.44922	yes	5.32742	5.90304	3.98326	33.93850	28.47887	11.36039	3.90108	7.76237
288	45.28770	Ms. Patricia Greene	1.00000	6.17722	92.10987	081-97-8791	separated	7.08816	Y	5.59570	5.54945	4.51926	55.92757	46.96693	5.08543	3.56537	6.85079
289	43.09694	Louis Jimenez	1.00000	7.44601	-16.51248	434-12-6411	married	5.68387	no	9.02864	7.38435	4.79908	25.46074	57.73087	46.86020	4.62418	7.66840
290	50.64013	Brianna Neal	1.00000	6.98391	85.23384	388-95-4364	nop	6.83776	yes	6.18084	5.02323	5.02187	48.40633	64.99881	10.27035	4.89310	7.27593
291	53.10768	Carol Martinez	1.00000	5.50239	5.24062	848-17-5174	separated	5.26998	no	5.56193	6.40023	2.73924	59.69213	13.01114	12.18475	9.13211	5.90053
292	62.95509	Craig Thomas	1.00000	4.79356	92.05181	600-04-2881	nop	3.56461	Y	6.83567	6.77544	6.96203	40.23489	80.00225	10.60288	5.83335	8.97808
293		Mrs. Dominique Anderson	0.00000	4.19980	109.78132	341-59-7720	single	6.97759	no	4.33209	6.22807	3.77023	60.51324	15.17087	6.56446	10.36001	9.68614
294	68.22724	Rhonda Beasley	1.00000	5.84061	117.74029	543-72-9009	single	6.77401	yes	6.07276	6.75549	4.76669	72.77414	52.14836	8.80050	5.82321	5.46769
295	43.40968	Carla Mendoza	1.00000	4.54991	39.42660	515-78-7649	divoced	5.36206	yes	6.25801	4.32598	5.66436	35.09043	80.63419	6.46673	8.94884	8.77614
296	45.60738	Ann Smith	0.00000	7.99331	61.59339	154-23-8614	married	4.54978	no	6.26831	6.71918	6.99109	51.82890	88.08633	10.22651	8.08138	7.85377
297	35.27639	Richard Lowe	0.00000	8.51278	11.71247	199-45-5334	single	6.99990	Y	6.42274	6.13650	4.95135	22.28825	59.72221	13.18499	6.37646	7.20334
298	60.73445	John Huff	1.00000	5.55160	79.65832	293-31-8403	separated	5.41935	Y	5.72732	6.34460	6.49730	42.49159	93.68414	6.91341	8.04184	10.40769
299	41.32795	Victoria Parker	1.00000	7.60598	27.09955	077-87-3231	divoced	7.40724	no	6.76970	7.52080	6.80723	66.63052	79.07892	11.61069	7.69378	7.29168
300	33.74711	Derrick Rice	0.00000	8.20890	98.81216	284-18-6095	married	7.23748	Y	4.09983	5.85042	4.10357	43.87274	32.26078	7.42474	6.43188	9.30761
301	49.65125	Patricia Edwards	1.00000	4.62022	71.38453	119-35-9328	divoced	6.69150	Y	7.05000	3.73176	6.38185	66.00899	96.74569	18.08306	7.13622	6.25304
